Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Class,Transmission Type,Driven_Wheels,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,MSRP,Type,High-Performance,Performance
Chevrolet,Corvette,2015,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,22,15,79000,Gas,1,0
Chevrolet,Silverado 1500,2015,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,16,46110,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,35920,Gas,0,0
Chevrolet,Silverado 1500,2015,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Extended Cab Pickup,22,16,43450,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,37680,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,35435,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,42010,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,42310,Gas,0,0
Chevrolet,Silverado 1500,2015,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,16,51150,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,34110,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,35135,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,30345,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,32095,Gas,0,0
Chevrolet,Silverado 1500,2015,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,16,45420,Gas,0,0
Chevrolet,Silverado 1500,2015,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Extended Cab Pickup,22,16,42760,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,40620,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,40320,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,30045,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,37730,Gas,0,0
Chevrolet,Silverado 1500,2015,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,16,45810,Gas,0,0
Chevrolet,Silverado 1500,2015,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,16,50850,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,39420,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,37380,Gas,0,0
Chevrolet,Silverado 1500,2015,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,16,45120,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,36825,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,37125,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,32395,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,39540,Gas,0,0
Chevrolet,Silverado 1500,2015,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,39240,Gas,0,0
Chevrolet,Suburban,2015,1,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,22,15,57205,Gas,0,0
Chevrolet,Suburban,2015,1,355,8,Normal,AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,22,15,66785,Gas,0,0
Chevrolet,Suburban,2015,1,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,22,15,52000,Gas,0,0
Chevrolet,Tahoe,2015,1,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,22,16,54505,Gas,0,0
Chevrolet,Tahoe,2015,1,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,22,16,49300,Gas,0,0
Chevrolet,Tahoe,2015,1,355,8,Normal,AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,22,16,64085,Gas,0,0
Chevrolet,Corvette,2016,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,22,15,88345,Gas,1,0
Chevrolet,Corvette,2016,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,22,15,79400,Gas,1,0
Chevrolet,Corvette,2016,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Convertible,22,15,83400,Gas,1,0
Chevrolet,Corvette,2016,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,22,15,82965,Gas,1,0
Chevrolet,Corvette,2016,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Convertible,22,15,86965,Gas,1,0
Chevrolet,Corvette,2016,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Convertible,22,15,92345,Gas,1,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,31035,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,43775,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,36935,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,38590,Gas,0,0
Chevrolet,Silverado 1500,2016,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,16,47135,Gas,0,0
Chevrolet,Silverado 1500,2016,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,16,48500,Gas,0,0
Chevrolet,Silverado 1500,2016,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Extended Cab Pickup,22,16,44475,Gas,0,0
Chevrolet,Silverado 1500,2016,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,16,46835,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,33060,Gas,0,0
Chevrolet,Silverado 1500,2016,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,16,53315,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,31335,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,41185,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,36980,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,33360,Gas,0,0
Chevrolet,Silverado 1500,2016,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Extended Cab Pickup,22,16,45640,Gas,0,0
Chevrolet,Silverado 1500,2016,0,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,16,45170,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,35100,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,39275,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,36850,Gas,0,0
Chevrolet,Silverado 1500,2016,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,16,48200,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,38890,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,38695,Gas,0,0
Chevrolet,Silverado 1500,2016,0,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,16,40090,Gas,0,0
Chevrolet,Silverado 1500,2016,0,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,16,41890,Gas,0,0
Chevrolet,Silverado 1500,2016,0,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,16,43260,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,41865,Gas,0,0
Chevrolet,Silverado 1500,2016,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,16,53015,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,36680,Gas,0,0
Chevrolet,Silverado 1500,2016,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,40495,Gas,0,0
Chevrolet,Suburban,2016,1,355,8,Normal,AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,22,15,57730,Gas,0,0
Chevrolet,Suburban,2016,1,355,8,Normal,AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,22,15,52700,Gas,0,0
Chevrolet,Suburban,2016,1,355,8,Normal,AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,22,15,67440,Gas,0,0
Chevrolet,Tahoe,2016,1,355,8,Normal,AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,22,16,64740,Gas,0,0
Chevrolet,Tahoe,2016,1,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,22,16,55030,Gas,0,0
Chevrolet,Tahoe,2016,1,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,22,16,50000,Gas,0,0
Chevrolet,Traverse,2016,0,288,6,Normal,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,22,15,44145,Gas,0,0
Chevrolet,Traverse,2016,0,281,6,Normal,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,22,15,34005,Gas,0,0
Chevrolet,Traverse,2016,0,288,6,Normal,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,22,15,42145,Gas,0,0
Chevrolet,Traverse,2016,0,281,6,Normal,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,22,15,28700,Gas,0,0
Chevrolet,Traverse,2016,0,281,6,Normal,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,22,15,36505,Gas,0,0
Chevrolet,Traverse,2016,0,281,6,Normal,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,22,15,38505,Gas,0,0
Chevrolet,Traverse,2016,0,281,6,Normal,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,22,15,31205,Gas,0,0
Chevrolet,Traverse,2016,0,281,6,Normal,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,22,15,36005,Gas,0,0
Chevrolet,Traverse,2016,0,281,6,Normal,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,22,15,33205,Gas,0,0
Chevrolet,Corvette,2017,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Convertible,22,15,87015,Gas,1,0
Chevrolet,Corvette,2017,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,22,15,88395,Gas,1,0
Chevrolet,Corvette,2017,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,22,15,79450,Gas,1,0
Chevrolet,Corvette,2017,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Convertible,22,15,92395,Gas,1,0
Chevrolet,Corvette,2017,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Convertible,22,15,83450,Gas,1,0
Chevrolet,Corvette,2017,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,22,15,83015,Gas,1,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,16,43950,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,31525,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,33850,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,rear wheel drive,No category,Large,Crew Cab Pickup,22,16,44350,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,44465,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,42075,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,33550,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,39965,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,35590,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,rear wheel drive,No category,Large,Extended Cab Pickup,22,16,41590,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,rear wheel drive,No category,Large,Crew Cab Pickup,22,16,44050,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,37370,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,15,54925,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,16,45860,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,22,15,54625,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,16,42380,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,rear wheel drive,No category,Large,Crew Cab Pickup,22,16,51350,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,40985,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,39185,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,37670,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,31825,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,37425,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,rear wheel drive,No category,Large,Crew Cab Pickup,22,16,51650,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Extended Cab Pickup,22,17,37340,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,39280,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,16,40580,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Regular Cab Pickup,22,17,39580,Gas,0,0
Chevrolet,Silverado 1500,2017,1,285,6,Normal,AUTOMATIC,four wheel drive,Flex Fuel,Large,Crew Cab Pickup,22,17,42555,Gas,0,0
Chevrolet,Suburban,2017,1,355,8,Normal,AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,22,15,58045,Gas,0,0
Chevrolet,Suburban,2017,1,355,8,Normal,AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,22,15,67730,Gas,0,0
Chevrolet,Suburban,2017,1,355,8,Normal,AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,22,15,52915,Gas,0,0
Chevrolet,Tahoe,2017,1,355,8,Normal,AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,22,16,50215,Gas,0,0
Chevrolet,Tahoe,2017,1,355,8,Normal,AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,22,16,55345,Gas,0,0
Chevrolet,Tahoe,2017,1,355,8,Normal,AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,22,16,65030,Gas,0,0
Chevrolet,Traverse,2017,0,281,6,Normal,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,22,15,38650,Gas,0,0
Chevrolet,Traverse,2017,0,281,6,Normal,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,22,15,28700,Gas,0,0
Chevrolet,Traverse,2017,0,281,6,Normal,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,22,15,34100,Gas,0,0
Chevrolet,Traverse,2017,0,281,6,Normal,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,22,15,31300,Gas,0,0
Chevrolet,Traverse,2017,0,288,6,Normal,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,22,15,44045,Gas,0,0
Chevrolet,Traverse,2017,0,281,6,Normal,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,22,15,33300,Gas,0,0
Chevrolet,Traverse,2017,0,281,6,Normal,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,22,15,36100,Gas,0,0
Chevrolet,Traverse,2017,0,281,6,Normal,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,22,15,36650,Gas,0,0
Chevrolet,Traverse,2017,0,288,6,Normal,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,22,15,42045,Gas,0,0
Chevrolet,Avalanche,2010,1,320,8,Normal,AUTOMATIC,rear wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,45815,Gas,0,0
Chevrolet,Avalanche,2010,1,320,8,Normal,AUTOMATIC,rear wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,35725,Gas,0,0
Chevrolet,Avalanche,2010,1,320,8,Normal,AUTOMATIC,rear wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,38830,Gas,0,0
Chevrolet,Avalanche,2011,1,320,8,Normal,AUTOMATIC,rear wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,39405,Gas,0,0
Chevrolet,Avalanche,2011,1,320,8,Normal,AUTOMATIC,rear wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,46195,Gas,0,0
Chevrolet,Avalanche,2011,1,320,8,Normal,AUTOMATIC,four wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,39350,Gas,0,0
Chevrolet,Avalanche,2011,1,320,8,Normal,AUTOMATIC,four wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,49500,Gas,0,0
Chevrolet,Avalanche,2011,1,320,8,Normal,AUTOMATIC,four wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,42455,Gas,0,0
Chevrolet,Avalanche,2011,1,320,8,Normal,AUTOMATIC,rear wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,36300,Gas,0,0
Chevrolet,Avalanche,2012,1,320,8,Normal,AUTOMATIC,rear wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,40195,Gas,0,0
Chevrolet,Avalanche,2012,1,320,8,Normal,AUTOMATIC,four wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,43245,Gas,0,0
Chevrolet,Avalanche,2012,1,320,8,Normal,AUTOMATIC,rear wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,47000,Gas,0,0
Chevrolet,Avalanche,2012,1,320,8,Normal,AUTOMATIC,four wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,39850,Gas,0,0
Chevrolet,Avalanche,2012,1,320,8,Normal,AUTOMATIC,rear wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,36800,Gas,0,0
Chevrolet,Avalanche,2012,1,320,8,Normal,AUTOMATIC,four wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,50305,Gas,0,0
Chevrolet,Colorado,2012,0,242,5,Normal,AUTOMATIC,four wheel drive,No category,Compact,Crew Cab Pickup,21,16,30320,Gas,0,0
Chevrolet,Colorado,2012,0,242,5,Normal,AUTOMATIC,four wheel drive,No category,Compact,Crew Cab Pickup,21,16,28460,Gas,0,0
Chevrolet,Black Diamond Avalanche,2013,1,320,8,Normal,AUTOMATIC,four wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,39030,Gas,0,0
Chevrolet,Black Diamond Avalanche,2013,1,320,8,Normal,AUTOMATIC,four wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,41675,Gas,0,0
Chevrolet,Black Diamond Avalanche,2013,1,320,8,Normal,AUTOMATIC,rear wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,44580,Gas,0,0
Chevrolet,Black Diamond Avalanche,2013,1,320,8,Normal,AUTOMATIC,rear wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,38625,Gas,0,0
Chevrolet,Black Diamond Avalanche,2013,1,320,8,Normal,AUTOMATIC,four wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,47885,Gas,0,0
Chevrolet,Black Diamond Avalanche,2013,1,320,8,Normal,AUTOMATIC,rear wheel drive,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,35980,Gas,0,0
Chevrolet,SS,2014,0,415,8,Normal,AUTOMATIC,rear wheel drive,High-Performance,Large,Sedan,21,14,43475,Gas,0,1
Chevrolet,SS,2015,0,415,8,Normal,AUTOMATIC,rear wheel drive,High-Performance,Large,Sedan,21,14,45745,Gas,0,1
Chevrolet,Colorado,2012,0,300,8,Normal,AUTOMATIC,rear wheel drive,Performance,Compact,Crew Cab Pickup,20,14,28340,Gas,0,0
Chevrolet,Colorado,2012,0,300,8,Normal,AUTOMATIC,rear wheel drive,Performance,Compact,Extended Cab Pickup,20,14,27010,Gas,0,0
Chevrolet,SS,2016,0,415,8,Normal,AUTOMATIC,rear wheel drive,High-Performance,Large,Sedan,20,14,46575,Gas,0,1
Chevrolet,Camaro,2017,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Midsize,Coupe,20,14,61140,Gas,1,0
Chevrolet,Camaro,2017,0,650,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Midsize,Convertible,20,14,67140,Gas,1,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,20,15,47175,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,20,15,47475,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Extended Cab Pickup,20,15,46180,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,20,15,48740,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Extended Cab Pickup,20,15,44815,Gas,0,0
Chevrolet,Silverado 1500,2017,0,355,8,Normal,AUTOMATIC,four wheel drive,No category,Large,Crew Cab Pickup,20,15,49040,Gas,0,0
Chevrolet,Express Cargo,2014,0,195,6,Normal,AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Cargo Van,19,14,27710,Gas,0,0
Chevrolet,Camaro,2015,0,580,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Midsize,Coupe,19,14,55505,Gas,1,0
Chevrolet,Camaro,2015,0,505,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Midsize,Coupe,19,13,72305,Gas,1,0
Chevrolet,Camaro,2015,0,580,8,Normal,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Midsize,Convertible,19,14,60705,Gas,1,0
Chevrolet,Express Cargo,2014,1,310,8,Normal,AUTOMATIC,all wheel drive,Flex Fuel,Midsize,Cargo Van,17,13,32760,Gas,0,0
